#;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1999998017;A response from $FROMCOUNTRY$!;;;;;;;;;;;;x
EVTDESC1999998017;It appears that the $FROMCOUNTRY_ADJ$ President has decided to sever all diplomatic relations with our Empire ;;;;;;;;;;;;x
EVTOPT1999998017A;Then we shall do the same ;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1999998018;A response from $FROMCOUNTRY$!;;;;;;;;;;;;x
EVTDESC1999998018;It appears that the $FROMCOUNTRY_ADJ$ President has decided to do nothing about our bold declaration ;;;;;;;;;;;;x
EVTOPT1999998018A;They are baffled by our superiority!;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1999998019;A response from $FROMCOUNTRY$!;;;;;;;;;;;;x
EVTDESC1999998019;It appears that the $FROMCOUNTRY_ADJ$ President has decided to abandon all claims on our rightful Guianese territories ;;;;;;;;;;;;x
EVTOPT1999998019A;They are baffled by our superiority!;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
ENG_guasipati_incursion_title;An Incursion to El Callao ;;;;;;;;;;;;x
ENG_guasipati_incursion_desc;The rich gold mines of El Callao have proven to be very profitable for the Venezuelan Government, and since our great Empire has also got legitimate claims on them, it is our duty to assert dominance over the area by sending $COUNTRY_ADJ$ settlers to claim the land ;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1999998020;$FROMCOUNTRY_ADJ$ to El Callao ;;;;;;;;;;;;x
EVTDESC1999998020;The rich gold mines of El Callao have proven to be very profitable for our government, and since the $FROMCOUNTRY_ADJ$ have got illegitimate claims over the area, they think they can simply take it away from us by sending settlers to establish their own mining companies on our sovereign territory ;;;;;;;;;;;;x
EVTOPT1999998020A;The Eternal Anglo strikes once again ;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
VNZ_expel_brits_guyana_title;The British Usurpers in Guyana ;;;;;;;;;;;;x
VNZ_expel_brits_guyana_desc;Ever since the British declaration of the Schomburgk Line as the provisional frontier of their Guyanese colony, the English have been constantly sending more and more settlers to our territories… Their latest usurpation of our sovereignty just so happened a few days ago with the establishment of several camps, led by British settlers, in the vincinity of El Callao. This calls for immediate action from our part ;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1999998021;The British Usurpers in Guyana ;;;;;;;;;;;;x
EVTDESC1999998021;Ever since the British declaration of the Schomburgk Line as the provisional frontier of their Guyanese colony, the English have been constantly sending more and more settlers to our territories… Their latest usurpation of our sovereignty just so happened a few days ago with the establishment of several camps, led by British settlers, in the vincinity of El Callao. This calls for immediate action from our part ;;;;;;;;;;;;x
EVTOPT1999998021A;Expel them from El Callao ;;;;;;;;;;;;x
EVTOPT1999998021B;Expel them all from our country ;;;;;;;;;;;;x
EVTOPT1999998021C;Do nothing, lest we incur on their wrath!;;;;;;;;;;;;x
EVTOPT1999998021D;The trespassers must be disposed of!;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1999998022;$FROMCOUNTRY$ expels $COUNTRY_ADJ$ settlers from El Callao!;;;;;;;;;;;;x
EVTDESC1999998022;In a bold and unexpected move, $FROMCOUNTRY$ has decided to expel all $COUNTRY_ADJ$ settlers from El Callao ;;;;;;;;;;;;x
EVTOPT1999998022A;Curse them, it is our land!;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1999998023;$FROMCOUNTRY$ expels $COUNTRY_ADJ$ citizens!;;;;;;;;;;;;x
EVTDESC1999998023;In a bold and unexpected move, $FROMCOUNTRY$ has decided to expel all $COUNTRY_ADJ$ citizens from their country ;;;;;;;;;;;;x
EVTOPT1999998023A;Preposterous!;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1999998024;The systematic extermination of $COUNTRY_ADJ$ citizens in $FROMCOUNTRY$!;;;;;;;;;;;;x
EVTDESC1999998024;In a preposterous and unexpected move, $FROMCOUNTRY$ has decided systematically kill all $COUNTRY_ADJ$ citizens from our claimed territories in Guiana ;;;;;;;;;;;;x
EVTOPT1999998024A;Those bastards!;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
VNZ_ask_USA_mediation_title;Appeal to the USA for mediation ;;;;;;;;;;;;x
VNZ_ask_USA_mediation_desc;The latest actions of the British Empire against our territories very well threaten our sovereignty, clearly transgressing the Monroe Doctrine of the USA, which states that further efforts by European nations to take control of any independent state in North or South America would be viewed as "the manifestation of an unfriendly disposition toward the United States." We must ask for their assistance on this matter lest we have our land stolen ;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1999998025;The $FROMCOUNTRY_ADJ$ Plea ;;;;;;;;;;;;x
EVTDESC1999998025;The latest actions of the British Empire against $FROMCOUNTRY$ very well threaten their sovereignty, clearly transgressing our Monroe Doctrine, which states that further efforts by European nations to take control of any independent state in North or South America would be viewed as "the manifestation of an unfriendly disposition toward the United States." Clearly, they are very nervous about any further British encroachment. What shall we do about it?;;;;;;;;;;;;x
EVTOPT1999998025A;Express concern, but decline any requests for involvement ;;;;;;;;;;;;x
EVTOPT1999998025B;Simply ignore them ;;;;;;;;;;;;x
EVTOPT1999998025C;We must do something about it!;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1999998026;A response from $FROMCOUNTRY$!;;;;;;;;;;;;x
EVTDESC1999998026;The $FROMCOUNTRY_ADJ$ President has finally given us a response, they appear to be deeply concerned but have not expressed any further interest on mediating our issue ;;;;;;;;;;;;x
EVTOPT1999998026A;…. ;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1999998027;A response from $FROMCOUNTRY$!;;;;;;;;;;;;x
EVTDESC1999998027;The $FROMCOUNTRY_ADJ$ President has finally given us a response, they appear to be uninterested to mediate our issue ;;;;;;;;;;;;x
EVTOPT1999998027A;…. ;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1999998028;A response from $FROMCOUNTRY$!;;;;;;;;;;;;x
EVTDESC1999998028;The $FROMCOUNTRY_ADJ$ President has finally given us a response, they are deeply concerned about Britain's latest actions and have decided to mediate our issue ;;;;;;;;;;;;x
EVTOPT1999998028A;Hurray!;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
VNZ_William_L_Scruggs_title;William L. Scruggs ;;;;;;;;;;;;x
VNZ_William_L_Scruggs_desc;William L. Scruggs, Lawyer and former American Ambassador to $COUNTRY$, has offered his services as a Lobbyist and Legal Attache in taking our issue with the British Empire to the American Parliament. It would be wise to accept his services.. ;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1999998029;An Ultimatum from $FROMCOUNTRY$!;;;;;;;;;;;;x
EVTDESC1999998029;It appears that $FROMCOUNTRY$ has decided to back Venezuela on our territorial dispute, and by citing the Monroe Doctrine of 1823, they believe our actions are a clear transgression against their inane and baseless doctrine. $FROMCOUNTRY$ wishes to take our issue to an international court of law hosted by a neutral and unbiased arbiter lest they take further actions against our wrongly-percieved territorial claims. What shall we do?;;;;;;;;;;;;x
EVTOPT1999998029A;Accept the proposal, but mention nothing about the Monroe Doctrine ;;;;;;;;;;;;x
EVTOPT1999998029B;Reject such inane proposition ;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1999998030;A response from $FROMCOUNTRY$!;;;;;;;;;;;;x
EVTDESC1999998030;It appears that $FROMCOUNTRY$ has accepted our ultimatum ;;;;;;;;;;;;x
EVTOPT1999998030A;Onwards to Liberty!;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1999998031;A response from $FROMCOUNTRY$!;;;;;;;;;;;;x
EVTDESC1999998031;It appears that $FROMCOUNTRY$ has succumbed to the American ultimatum ;;;;;;;;;;;;x
EVTOPT1999998031A;Great!;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1999998032;A response from $FROMCOUNTRY$!;;;;;;;;;;;;x
EVTDESC1999998032;It appears that $FROMCOUNTRY$ has rejected our ultimatum ;;;;;;;;;;;;x
EVTOPT1999998032A;Then further actions shall be taken!;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1999998033;A response from $FROMCOUNTRY$!;;;;;;;;;;;;x
EVTDESC1999998033;It appears that $FROMCOUNTRY$ has rejected the American ultimatum ;;;;;;;;;;;;x
EVTOPT1999998033A;…. ;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1999998034;The Venezuelan Crisis of $YEAR$;;;;;;;;;;;;x
EVTDESC1999998034;The United States of America and the British Empire have selected our country, as a neutral entity, to host an arbitration regarding the territorial disputes between the Colony of British Guiana and the Venezuelan Essequibo. $COUNTRY$, as the arbiter on this issue, has been given a special authority to vote on how this territorial dispute shall be solved… As the parties involved cannot reach a proper agreement on the ownership of the Guyanese territories, it is up to us to decide how the lands are awarded between all parties. In the end, our voice shall be taken as the final arbitration ;;;;;;;;;;;;x
EVTDESC1999998034_NEWS_LONG;Trouble brews in South America after a longstanding territorial dispute between the United Kingdom and Venezuela finally turns into an international crisis. The territories of Essequibo and Guayana Esequiba, which Britain claims as part of British Guiana and Venezuela see as Venezuelan territory, have been taken to an international court of law located in $COUNTRY$, which shall serve as a neutral arbiter. As the dispute turned into a crisis, the key issue became Britain's refusal to include in the proposed international arbitration the territory east of the ‘Schomburgk Line’, which a surveyor had drawn half a century earlier as a boundary between Venezuela and the former Dutch territory of British Guiana ;;;;;;;;;;;;x
EVTDESC1999998034_NEWS_MEDIUM;Trouble brews in South America after a longstanding territorial dispute between the United Kingdom and Venezuela finally turns into an international crisis. The territories of Essequibo and Guayana Esequiba, which Britain claims as part of British Guiana and Venezuela see as Venezuelan territory, have been taken to an international court of law located in $COUNTRY$, which shall serve as a neutral arbiter. ;;;;;;;;;;;;x
EVTDESC1999998034_NEWS_SHORT;Trouble brews in South America after a longstanding territorial dispute between the United Kingdom and Venezuela finally turns into an international crisis ;;;;;;;;;;;;x
EVTOPT1999998034A;Award Britain with the territories of the Schomburgk Line, minus Barima and El Callao ;;;;;;;;;;;;x
EVTOPT1999998034B;Award Britain with the territories of the Schomburgk Line, minus El Callao ;;;;;;;;;;;;x
EVTOPT1999998034C;Award Britain with the territories of the Schomburgk Line ;;;;;;;;;;;;x
EVTOPT1999998034D;Deny Britain of its claims, they rightfully belong to Venezuela ;;;;;;;;;;;;x
EVTOPT1999998034E;The original borders before the Schomburgk survey shall stand ;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1999998035;The Venezuelan Crisis of $YEAR$;;;;;;;;;;;;x
EVTDESC1999998035;The international arbiters have reached a conclusion: The territories claimed by the Schomburgk Line shall be awarded to the British, minus Barima and El Callao ;;;;;;;;;;;;x
EVTOPT1999998035A;… ;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1999998036;The Venezuelan Crisis of $YEAR$;;;;;;;;;;;;x
EVTDESC1999998036;The international arbiters have reached a conclusion: The territories claimed by the Schomburgk Line shall be awarded to the British, minus El Callao ;;;;;;;;;;;;x
EVTOPT1999998036A;… ;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1999998037;The Venezuelan Crisis of $YEAR$;;;;;;;;;;;;x
EVTDESC1999998037;The international arbiters have reached a conclusion: The territories claimed by the Schomburgk Line shall be awarded to the British ;;;;;;;;;;;;x
EVTOPT1999998037A;… ;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1999998038;The Venezuelan Crisis of $YEAR$;;;;;;;;;;;;x
EVTDESC1999998038;The international arbiters have reached a conclusion: The Schomburgk Line has been deemed null and illegal and all territories claimed by Britain have been awarded to $COUNTRY$ ;;;;;;;;;;;;x
EVTOPT1999998038A;Hurray!;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1999998039;The Venezuelan Crisis of $YEAR$;;;;;;;;;;;;x
EVTDESC1999998039;The international arbiters have reached a conclusion: The Schomburgk Line has been deemed null and illegal and all territories claimed by Britain have been awarded to Venezuela. Our claims on Tigri have been awarded to us ;;;;;;;;;;;;x
EVTOPT1999998039A;Hurray!;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1999998040;The Venezuelan Crisis of $YEAR$;;;;;;;;;;;;x
EVTDESC1999998040;The international arbiters have reached a conclusion: The Schomburgk Line has been deemed null and illegal and all territories claimed by Britain have been awarded to Venezuela ;;;;;;;;;;;;x
EVTOPT1999998040A;… ;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1999998041;The Venezuelan Crisis of $YEAR$;;;;;;;;;;;;x
EVTDESC1999998041;The international arbiters have reached a conclusion: The Schomburgk Line has been deemed null and illegal and the original borders before the Schomburgk Survey shall stand ;;;;;;;;;;;;x
EVTOPT1999998041A;… ;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
BRZ_ENG_pirara_question_title;The Pirara Question ;;;;;;;;;;;;x
BRZ_ENG_pirara_question_desc;$COUNTRY$ must propose an arbitration to delimit its borders in the territory of the Pirara which have been claimed by the British Empire ;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1999998042;The Pirara Question ;;;;;;;;;;;;x
EVTDESC1999998042;$FROMCOUNTRY$ has proposed an arbitration to delimit its borders in the territory of the Pirara which have been claimed by the $COUNTRY_ADJ$ Colony of Guiana ;;;;;;;;;;;;x
EVTOPT1999998042A;Ignore them ;;;;;;;;;;;;x
EVTOPT1999998042B;Subject the matter to an international arbitration ;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1999998043;A response from $FROMCOUNTRY$!;;;;;;;;;;;;x
EVTDESC1999998043;The $FROMCOUNTRY_ADJ$ have decided to ignore our request ;;;;;;;;;;;;x
EVTOPT1999998043A;Those bastards!;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1999998044;A response from $FROMCOUNTRY$!;;;;;;;;;;;;x
EVTDESC1999998044;The $FROMCOUNTRY_ADJ$ have decided to subject the matter to an international arbitration ;;;;;;;;;;;;x
EVTOPT1999998044A;Great!;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1999998045;The Pirara Question ;;;;;;;;;;;;x
EVTDESC1999998045;Brazil has proposed an arbitration to delimit its borders in the territory of the Pirara which have been claimed by the $FROMCOUNTRY_ADJ$ Colony of Guiana. $COUNTRY$ has been selected as a neutral arbiter on this matter and as such, it is our vote which will delimit the borders between the two countries ;;;;;;;;;;;;x
EVTOPT1999998045A;Award $FROMCOUNTRY$ with Mau ;;;;;;;;;;;;x
EVTOPT1999998045B;Award $FROMCOUNTRY$ with all of their claims ;;;;;;;;;;;;x
EVTOPT1999998045C;Reject $FROMCOUNTRY$'s claims and award them to the other party instead ;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1999998046;The Pirara Question, a response from $FROMCOUNTRY$!;;;;;;;;;;;;x
EVTDESC1999998046;$FROMCOUNTRY$ has awarded the British with the territories of Mau ;;;;;;;;;;;;x
EVTOPT1999998046A;… ;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1999998047;The Pirara Question, a response from $FROMCOUNTRY$!;;;;;;;;;;;;x
EVTDESC1999998047;$FROMCOUNTRY$ has awarded the British with all their claimed territories ;;;;;;;;;;;;x
EVTOPT1999998047A;… ;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1999998048;The Pirara Question, a response from $FROMCOUNTRY$!;;;;;;;;;;;;x
EVTDESC1999998048;$FROMCOUNTRY$ has rejected the British claims over Mau and Pirara, which will soonly be awarded to its rightful owner ;;;;;;;;;;;;x
EVTOPT1999998048A;… ;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
tripartite_alliance_schomburgk_title;A Tripartite Alliance against British claims on Guyana ;;;;;;;;;;;;x
tripartite_alliance_schomburgk_desc;In 1840, the British Empire laid claims over a vast territory spanning over several countries in the Guyanas, this is known as the ‘Schomburgk Line’, which also affects our sovereignty. In order to overcome this transgression on our rightful soil, an alliance between the affected parties must be formed against the British claims, lest we find ourselves robbed of our territories by the foul-playing English ;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1999998049;A Tripartite Alliance against British claims on Guyana ;;;;;;;;;;;;x
EVTDESC1999998049;An Ambassador from $FROMCOUNTRY$ has recently approached the $MONARCHTITLE$ of $COUNTRY$, he wishes to form an alliance of countries affected by the ‘Schomburgk Line’, the British geographical survey in the Guyanas which laid claims on our territories, against any further English encroachments ;;;;;;;;;;;;x
EVTOPT1999998049A;By all means, lets accept their proposition!;;;;;;;;;;;;x
EVTOPT1999998049B;Reject their proposition ;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1999998050;A Tripartite Alliance against British claims on Guyana, the $FROMCOUNTRY_ADJ$ response ;;;;;;;;;;;;x
EVTDESC1999998050;$FROMCOUNTRY_ADJ$ accepts our proposition and wishes to form an alliance against further British incursions ;;;;;;;;;;;;x
EVTOPT1999998050A;Brilliant!;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1999998051;A Tripartite Alliance against British claims on Guyana, the $FROMCOUNTRY_ADJ$ response ;;;;;;;;;;;;x
